Currency	Date	Value
Singapore dollar	November 24, 2020	1.343800
Singapore dollar	November 24, 2021	1.366700
Singapore dollar	November 25, 2019	1.364000
Singapore dollar	November 25, 2020	1.341800
Singapore dollar	November 26, 2019	1.365200
Singapore dollar	November 27, 2019	1.365700
Singapore dollar	November 27, 2023	NA
Singapore dollar	November 28, 2022	1.377200
Singapore dollar	November 29, 2021	1.370200
Singapore dollar	November 29, 2022	1.374200
Singapore dollar	November 30, 2020	1.337300
Singapore dollar	November 30, 2021	1.368600
Singapore dollar	November 30, 2022	1.372200
Singapore dollar	October 01, 2019	1.383900
Singapore dollar	October 01, 2020	1.363400
Singapore dollar	October 01, 2021	1.360300
Singapore dollar	October 02, 2019	1.384400
Singapore dollar	October 02, 2020	1.365800
Singapore dollar	October 02, 2023	1.368700
Singapore dollar	October 03, 2019	1.382600
Singapore dollar	October 03, 2022	1.435900
Singapore dollar	October 03, 2023	1.374300
Singapore dollar	October 04, 2019	1.379400
Singapore dollar	October 04, 2021	1.357400
Singapore dollar	October 04, 2022	1.429300
Singapore dollar	October 04, 2023	1.375100
Singapore dollar	October 05, 2020	1.362500
Singapore dollar	October 05, 2021	1.358400
Singapore dollar	October 05, 2022	1.424000
Singapore dollar	October 05, 2023	1.369100
Singapore dollar	October 06, 2020	1.359200
Singapore dollar	October 06, 2021	1.357600
Singapore dollar	October 06, 2022	1.422000
Singapore dollar	October 06, 2023	1.367300
Singapore dollar	October 07, 2019	1.381200
Singapore dollar	October 07, 2020	1.361900
Singapore dollar	October 07, 2021	1.358500
Singapore dollar	October 07, 2022	1.429100
Singapore dollar	October 08, 2019	1.380500
Singapore dollar	October 08, 2020	1.359200
Singapore dollar	October 08, 2021	1.358400
Singapore dollar	October 09, 2019	1.381900
Singapore dollar	October 09, 2020	1.356500
Singapore dollar	October 10, 2019	1.378100
Singapore dollar	October 10, 2023	1.365700
Singapore dollar	October 11, 2019	1.373900
Singapore dollar	October 11, 2022	1.440400
Singapore dollar	October 11, 2023	1.363200
Singapore dollar	October 12, 2021	1.356100
Singapore dollar	October 12, 2022	1.439700
Singapore dollar	October 12, 2023	1.362500
Singapore dollar	October 13, 2020	1.359300
Singapore dollar	October 13, 2021	1.354600
Singapore dollar	October 13, 2022	1.433600
Singapore dollar	October 13, 2023	1.369200
Singapore dollar	October 14, 2020	1.359000
Singapore dollar	October 14, 2021	1.349700
Singapore dollar	October 14, 2022	1.422000
Singapore dollar	October 15, 2019	1.369100
Singapore dollar	October 15, 2020	1.357700
Singapore dollar	October 15, 2021	1.348500
Singapore dollar	October 16, 2019	1.372000
Singapore dollar	October 16, 2020	1.361200
Singapore dollar	October 16, 2023	1.369600
Singapore dollar	October 17, 2019	1.368700
Singapore dollar	October 17, 2022	1.426900
Singapore dollar	October 17, 2023	1.368600
Singapore dollar	October 18, 2019	1.365100
Singapore dollar	October 18, 2021	1.350200
Singapore dollar	October 18, 2022	1.418600
Singapore dollar	October 18, 2023	1.368000
Singapore dollar	October 19, 2020	1.357700
Singapore dollar	October 19, 2021	1.345500
Singapore dollar	October 19, 2022	1.420800
Singapore dollar	October 19, 2023	1.373800
Singapore dollar	October 20, 2020	1.357200
Singapore dollar	October 20, 2021	1.343600
Singapore dollar	October 20, 2022	1.427200
Singapore dollar	October 20, 2023	1.372800
Singapore dollar	October 21, 2019	1.362300
Singapore dollar	October 21, 2020	1.355600
Singapore dollar	October 21, 2021	1.342400
Singapore dollar	October 21, 2022	1.426600
Singapore dollar	October 22, 2019	1.361500
Singapore dollar	October 22, 2020	1.356400
Singapore dollar	October 22, 2021	1.345400
Singapore dollar	October 23, 2019	1.364300
Singapore dollar	October 23, 2020	1.358900
Singapore dollar	October 23, 2023	1.373200
Singapore dollar	October 24, 2019	1.362100
Singapore dollar	October 24, 2022	NA
Singapore dollar	October 24, 2023	1.365300
Singapore dollar	October 25, 2019	1.363800
Singapore dollar	October 25, 2021	1.344500
Singapore dollar	October 25, 2022	1.421400
Singapore dollar	October 25, 2023	1.367300
Singapore dollar	October 26, 2020	1.359400
Singapore dollar	October 26, 2021	1.346900
Singapore dollar	October 26, 2022	1.415600
Singapore dollar	October 26, 2023	1.372700
Singapore dollar	October 27, 2020	1.359600
Singapore dollar	October 27, 2021	1.348400
Singapore dollar	October 27, 2022	1.406100
Singapore dollar	October 27, 2023	1.369400
Singapore dollar	October 28, 2019	NA
Singapore dollar	October 28, 2020	1.359500
Singapore dollar	October 28, 2021	1.347700
Singapore dollar	October 28, 2022	1.405700
Singapore dollar	October 29, 2019	1.362700
Singapore dollar	October 29, 2020	1.363200
Singapore dollar	October 29, 2021	1.344400
Singapore dollar	October 30, 2019	1.362700
Singapore dollar	October 30, 2020	1.363700
Singapore dollar	October 30, 2023	1.368500
Singapore dollar	October 31, 2019	1.360500
Singapore dollar	October 31, 2022	1.411200
Singapore dollar	October 31, 2023	1.366900
Singapore dollar	September 01, 2020	1.357000
Singapore dollar	September 01, 2021	1.344900
Singapore dollar	September 01, 2022	1.401100
Singapore dollar	September 01, 2023	NA
Singapore dollar	September 02, 2020	1.361500
Singapore dollar	September 02, 2022	1.401800
Singapore dollar	September 03, 2019	1.394000
Singapore dollar	September 03, 2020	1.362500
Singapore dollar	September 04, 2019	1.389800
Singapore dollar	September 05, 2019	1.383600
Singapore dollar	September 05, 2023	1.357400
Singapore dollar	September 06, 2019	1.384400
Singapore dollar	September 06, 2022	1.403400
Singapore dollar	September 06, 2023	1.361600
Singapore dollar	September 07, 2021	1.341600
Singapore dollar	September 07, 2022	1.410300
Singapore dollar	September 07, 2023	1.364000
Singapore dollar	September 08, 2020	1.367900
Singapore dollar	September 08, 2021	1.345900
Singapore dollar	September 08, 2022	1.405700
Singapore dollar	September 08, 2023	1.363700
Singapore dollar	September 09, 2019	1.380300
Singapore dollar	September 09, 2020	1.371400
Singapore dollar	September 09, 2021	1.345900
Singapore dollar	September 09, 2022	1.399200
Singapore dollar	September 10, 2019	1.380500
Singapore dollar	September 10, 2020	1.367600
Singapore dollar	September 10, 2021	1.340300
Singapore dollar	September 11, 2019	1.379300
Singapore dollar	September 11, 2020	1.367700
Singapore dollar	September 11, 2023	1.362500
Singapore dollar	September 12, 2019	1.376300
Singapore dollar	September 12, 2022	1.399000
Singapore dollar	September 12, 2023	1.360600
Singapore dollar	September 13, 2019	1.373700
Singapore dollar	September 13, 2021	NA
Singapore dollar	September 13, 2022	1.396300
Singapore dollar	September 13, 2023	1.361900
Singapore dollar	September 14, 2020	1.366200
Singapore dollar	September 14, 2021	1.342800
Singapore dollar	September 14, 2022	1.406000
Singapore dollar	September 14, 2023	1.359500
Singapore dollar	September 15, 2020	1.361300
Singapore dollar	September 15, 2021	1.343300
Singapore dollar	September 15, 2022	1.406100
Singapore dollar	September 15, 2023	1.362100
Singapore dollar	September 16, 2019	1.373300
Singapore dollar	September 16, 2020	1.360000
Singapore dollar	September 16, 2021	1.341500
Singapore dollar	September 16, 2022	1.408800
Singapore dollar	September 17, 2019	1.376500
Singapore dollar	September 17, 2020	1.362800
Singapore dollar	September 17, 2021	1.345900
Singapore dollar	September 18, 2019	1.375500
Singapore dollar	September 18, 2020	1.356300
Singapore dollar	September 18, 2023	1.363900
Singapore dollar	September 19, 2019	1.378900
Singapore dollar	September 19, 2022	1.407300
Singapore dollar	September 19, 2023	1.364400
Singapore dollar	September 20, 2019	1.375800
Singapore dollar	September 20, 2021	1.351700
Singapore dollar	September 20, 2022	1.406600
Singapore dollar	September 20, 2023	1.365400
Singapore dollar	September 21, 2020	1.354900
Singapore dollar	September 21, 2021	1.351100
Singapore dollar	September 21, 2022	1.411600
Singapore dollar	September 21, 2023	1.367400
Singapore dollar	September 22, 2020	1.362300
Singapore dollar	September 22, 2021	1.352700
Singapore dollar	September 22, 2022	1.420700
Singapore dollar	September 22, 2023	1.366600
Singapore dollar	September 23, 2019	1.376100
Singapore dollar	September 23, 2020	1.366500
Singapore dollar	September 23, 2021	1.351600
Singapore dollar	September 23, 2022	1.420200
Singapore dollar	September 24, 2019	1.377700
Singapore dollar	September 24, 2020	1.374700
Singapore dollar	September 24, 2021	1.350000
Singapore dollar	September 25, 2019	1.376400
Singapore dollar	September 25, 2020	1.375700
Singapore dollar	September 25, 2023	1.366100
Singapore dollar	September 26, 2019	1.378900
Singapore dollar	September 26, 2022	1.435600
Singapore dollar	September 26, 2023	1.368100
Singapore dollar	September 27, 2019	1.382400
Singapore dollar	September 27, 2021	1.352300
Singapore dollar	September 27, 2022	1.435400
Singapore dollar	September 27, 2023	1.370800
Singapore dollar	September 28, 2020	1.375700
Singapore dollar	September 28, 2021	1.353900
Singapore dollar	September 28, 2022	1.447100
Singapore dollar	September 28, 2023	1.371700
Singapore dollar	September 29, 2020	1.371300
Singapore dollar	September 29, 2021	1.357600
Singapore dollar	September 29, 2022	1.438700
Singapore dollar	September 29, 2023	1.364800
Singapore dollar	September 30, 2019	1.381300
Singapore dollar	September 30, 2020	1.369200
Singapore dollar	September 30, 2021	1.361100
Singapore dollar	September 30, 2022	1.434000
Japanese yen	April 01, 2019	111.080000
Japanese yen	April 01, 2020	107.580000
Japanese yen	April 01, 2021	110.790000
Japanese yen	April 01, 2022	122.200000
Japanese yen	April 02, 2019	111.350000
Japanese yen	April 02, 2020	107.480000
Japanese yen	April 02, 2021	110.630000
Japanese yen	April 03, 2019	111.470000
Japanese yen	April 03, 2020	108.100000
Japanese yen	April 03, 2023	133.040000
Japanese yen	April 04, 2019	111.490000
Japanese yen	April 04, 2022	122.430000
Japanese yen	April 04, 2023	132.570000
Japanese yen	April 05, 2019	111.770000
Japanese yen	April 05, 2021	110.580000
Japanese yen	April 05, 2022	122.550000
Japanese yen	April 05, 2023	131.520000
Japanese yen	April 06, 2020	108.950000
Japanese yen	April 06, 2021	110.280000
Japanese yen	April 06, 2022	124.000000
Japanese yen	April 06, 2023	131.100000
Japanese yen	April 07, 2020	108.860000
Japanese yen	April 07, 2021	109.770000
Japanese yen	April 07, 2022	123.640000
Japanese yen	April 07, 2023	131.730000
Japanese yen	April 08, 2019	111.450000
Japanese yen	April 08, 2020	108.860000
Japanese yen	April 08, 2021	109.830000
Japanese yen	April 08, 2022	124.000000
Japanese yen	April 09, 2019	111.350000
Japanese yen	April 09, 2020	108.960000
Japanese yen	April 09, 2021	109.280000
Japanese yen	April 10, 2019	111.170000
Japanese yen	April 10, 2020	108.600000
Japanese yen	April 10, 2023	132.600000
Japanese yen	April 11, 2019	111.070000
Japanese yen	April 11, 2022	125.000000
Japanese yen	April 11, 2023	133.420000
Japanese yen	April 12, 2019	111.750000
Japanese yen	April 12, 2021	109.730000
Japanese yen	April 12, 2022	125.530000
Japanese yen	April 12, 2023	133.750000
Japanese yen	April 13, 2020	108.260000
Japanese yen	April 13, 2021	109.560000
Japanese yen	April 13, 2022	125.600000
Japanese yen	April 13, 2023	133.220000
Japanese yen	April 14, 2020	107.650000
Japanese yen	April 14, 2021	108.820000
Japanese yen	April 14, 2022	125.300000
Japanese yen	April 14, 2023	132.470000
Japanese yen	April 15, 2019	111.990000
Japanese yen	April 15, 2020	107.170000
Japanese yen	April 15, 2021	108.880000
Japanese yen	April 15, 2022	126.400000
Japanese yen	April 16, 2019	111.970000
Japanese yen	April 16, 2020	107.690000
Japanese yen	April 16, 2021	108.850000
Japanese yen	April 17, 2019	112.000000
Japanese yen	April 17, 2020	107.930000
Japanese yen	April 17, 2023	133.850000
Japanese yen	April 18, 2019	111.980000
Japanese yen	April 18, 2022	126.640000
Japanese yen	April 18, 2023	134.420000
Japanese yen	April 19, 2019	111.930000
Japanese yen	April 19, 2021	108.630000
Japanese yen	April 19, 2022	127.340000
Japanese yen	April 19, 2023	134.100000
Japanese yen	April 20, 2020	107.860000
Japanese yen	April 20, 2021	108.190000
Japanese yen	April 20, 2022	129.400000
Japanese yen	April 20, 2023	134.820000
Japanese yen	April 21, 2020	107.800000
Japanese yen	April 21, 2021	108.070000
Japanese yen	April 21, 2022	128.280000
Japanese yen	April 21, 2023	134.240000
Japanese yen	April 22, 2019	111.960000
Japanese yen	April 22, 2020	107.840000
Japanese yen	April 22, 2021	108.030000
Japanese yen	April 22, 2022	128.610000
Japanese yen	April 23, 2019	111.830000
Japanese yen	April 23, 2020	107.800000
Japanese yen	April 23, 2021	107.900000
Japanese yen	April 24, 2019	111.930000
Japanese yen	April 24, 2020	107.700000
Japanese yen	April 24, 2023	134.080000
Japanese yen	April 25, 2019	112.000000
Japanese yen	April 25, 2022	128.780000
Japanese yen	April 25, 2023	134.290000
Japanese yen	April 26, 2019	111.700000
Japanese yen	April 26, 2021	107.880000
Japanese yen	April 26, 2022	127.600000
Japanese yen	April 26, 2023	133.740000
Japanese yen	April 27, 2020	107.580000
Japanese yen	April 27, 2021	108.250000
Japanese yen	April 27, 2022	127.620000
Japanese yen	April 27, 2023	133.670000
Japanese yen	April 28, 2020	107.280000
Japanese yen	April 28, 2021	108.920000
Japanese yen	April 28, 2022	129.900000
Japanese yen	April 28, 2023	134.050000
Japanese yen	April 29, 2019	NA
Japanese yen	April 29, 2020	NA
Japanese yen	April 29, 2021	NA
Japanese yen	April 29, 2022	129.900000
Japanese yen	April 30, 2019	111.700000
Japanese yen	April 30, 2020	106.580000
Japanese yen	April 30, 2021	108.950000
Japanese yen	August 01, 2019	109.240000
Japanese yen	August 01, 2022	132.500000
Japanese yen	August 01, 2023	142.750000
Japanese yen	August 02, 2019	107.110000
Japanese yen	August 02, 2021	109.640000
Japanese yen	August 02, 2022	130.850000
Japanese yen	August 02, 2023	143.160000
Japanese yen	August 03, 2020	106.200000
Japanese yen	August 03, 2021	109.300000
Japanese yen	August 03, 2022	133.750000
Japanese yen	August 03, 2023	143.260000
Japanese yen	August 04, 2020	106.120000
Japanese yen	August 04, 2021	109.040000
Japanese yen	August 04, 2022	133.620000
Japanese yen	August 04, 2023	142.550000
Japanese yen	August 05, 2019	106.030000
Japanese yen	August 05, 2020	105.600000
Japanese yen	August 05, 2021	109.650000
Japanese yen	August 05, 2022	133.010000
Japanese yen	August 06, 2019	105.600000
Japanese yen	August 06, 2020	105.530000
Japanese yen	August 06, 2021	109.870000
Japanese yen	August 07, 2019	106.150000
Japanese yen	August 07, 2020	105.580000
Japanese yen	August 07, 2023	141.650000
Japanese yen	August 08, 2019	106.110000
Japanese yen	August 08, 2022	135.400000
Japanese yen	August 08, 2023	143.020000
Japanese yen	August 09, 2019	105.980000
Japanese yen	August 09, 2021	NA
Japanese yen	August 09, 2022	134.860000
Japanese yen	August 09, 2023	143.330000
Japanese yen	August 10, 2020	NA
Japanese yen	August 10, 2021	110.330000
Japanese yen	August 10, 2022	135.200000
Japanese yen	August 10, 2023	143.830000
Japanese yen	August 11, 2020	106.160000
Japanese yen	August 11, 2021	110.670000
Japanese yen	August 11, 2022	NA
Japanese yen	August 11, 2023	NA
Japanese yen	August 12, 2019	NA
Japanese yen	August 12, 2020	106.600000
Japanese yen	August 12, 2021	110.350000
Japanese yen	August 12, 2022	133.350000
Japanese yen	August 13, 2019	105.430000
Japanese yen	August 13, 2020	106.660000
Japanese yen	August 13, 2021	110.450000
Japanese yen	August 14, 2019	106.360000
Japanese yen	August 14, 2020	106.960000
Japanese yen	August 14, 2023	145.080000
Japanese yen	August 15, 2019	105.930000
Japanese yen	August 15, 2022	133.000000
Japanese yen	August 15, 2023	145.540000
Japanese yen	August 16, 2019	106.150000
Japanese yen	August 16, 2021	109.490000
Japanese yen	August 16, 2022	133.170000
Japanese yen	August 16, 2023	145.670000
Japanese yen	August 17, 2020	106.530000
Japanese yen	August 17, 2021	109.300000
Japanese yen	August 17, 2022	134.310000
Japanese yen	August 17, 2023	146.400000
Japanese yen	August 18, 2020	105.750000
Japanese yen	August 18, 2021	109.570000
Japanese yen	August 18, 2022	134.880000
Japanese yen	August 18, 2023	145.600000
Japanese yen	August 19, 2019	106.380000
Japanese yen	August 19, 2020	105.200000
Japanese yen	August 19, 2021	109.980000
Japanese yen	August 19, 2022	136.280000
Japanese yen	August 20, 2019	106.560000
Japanese yen	August 20, 2020	106.090000
Japanese yen	August 20, 2021	109.860000
Japanese yen	August 21, 2019	106.470000
Japanese yen	August 21, 2020	105.670000
Japanese yen	August 21, 2023	145.270000
Japanese yen	August 22, 2019	106.450000
Japanese yen	August 22, 2022	137.200000
Japanese yen	August 22, 2023	146.250000
Japanese yen	August 23, 2019	106.550000
Japanese yen	August 23, 2021	109.840000
Japanese yen	August 23, 2022	137.280000
Japanese yen	August 23, 2023	145.700000
Japanese yen	August 24, 2020	105.790000
Japanese yen	August 24, 2021	109.760000
Japanese yen	August 24, 2022	136.900000
Japanese yen	August 24, 2023	144.780000
Japanese yen	August 25, 2020	106.000000
Japanese yen	August 25, 2021	109.840000
Japanese yen	August 25, 2022	136.940000
Japanese yen	August 25, 2023	146.100000
Japanese yen	August 26, 2019	105.250000
Japanese yen	August 26, 2020	106.450000
Japanese yen	August 26, 2021	110.000000
Japanese yen	August 26, 2022	136.720000
Japanese yen	August 27, 2019	105.840000
Japanese yen	August 27, 2020	105.920000
Japanese yen	August 27, 2021	110.000000
Japanese yen	August 28, 2019	105.790000
Japanese yen	August 28, 2020	106.650000
Japanese yen	August 28, 2023	146.490000
Japanese yen	August 29, 2019	105.920000
Japanese yen	August 29, 2022	139.000000
Japanese yen	August 29, 2023	146.480000
Japanese yen	August 30, 2019	106.430000
Japanese yen	August 30, 2021	109.740000
Japanese yen	August 30, 2022	138.500000
Japanese yen	August 30, 2023	146.010000
Japanese yen	August 31, 2020	105.370000
Japanese yen	August 31, 2021	109.870000
Japanese yen	August 31, 2022	138.610000
Japanese yen	August 31, 2023	146.070000
Japanese yen	December 01, 2020	104.260000
Japanese yen	December 01, 2021	113.400000
Japanese yen	December 01, 2022	136.250000
Japanese yen	December 02, 2019	109.660000
Japanese yen	December 02, 2020	104.340000
Japanese yen	December 02, 2021	112.960000
Japanese yen	December 02, 2022	135.500000
Japanese yen	December 03, 2019	109.130000
Japanese yen	December 03, 2020	104.450000
Japanese yen	December 03, 2021	113.130000
Japanese yen	December 04, 2019	108.550000
Japanese yen	December 04, 2020	103.800000
Japanese yen	December 05, 2019	108.860000
Japanese yen	December 05, 2022	134.680000
Japanese yen	December 06, 2019	108.780000
Japanese yen	December 06, 2021	113.050000
Japanese yen	December 06, 2022	136.500000
Japanese yen	December 07, 2020	104.080000
Japanese yen	December 07, 2021	113.700000
Japanese yen	December 07, 2022	137.270000
Japanese yen	December 08, 2020	104.050000
Japanese yen	December 08, 2021	113.480000
Japanese yen	December 08, 2022	136.570000
Japanese yen	December 09, 2019	108.580000
Japanese yen	December 09, 2020	104.150000
Japanese yen	December 09, 2021	113.750000
Japanese yen	December 09, 2022	136.880000
Japanese yen	December 10, 2019	108.640000
Japanese yen	December 10, 2020	104.270000
Japanese yen	December 10, 2021	113.440000
Japanese yen	December 11, 2019	108.740000
Japanese yen	December 11, 2020	104.010000
Japanese yen	December 12, 2019	108.580000
Japanese yen	December 12, 2022	136.770000
Japanese yen	December 13, 2019	109.500000
Japanese yen	December 13, 2021	113.550000
Japanese yen	December 13, 2022	137.800000
Japanese yen	December 14, 2020	104.010000
Japanese yen	December 14, 2021	113.650000
Japanese yen	December 14, 2022	135.530000
Japanese yen	December 15, 2020	104.100000
Japanese yen	December 15, 2021	113.780000
Japanese yen	December 15, 2022	135.370000
Japanese yen	December 16, 2019	109.390000
Japanese yen	December 16, 2020	103.700000
Japanese yen	December 16, 2021	114.130000
Japanese yen	December 16, 2022	137.630000
Japanese yen	December 17, 2019	109.540000
Japanese yen	December 17, 2020	103.200000
Japanese yen	December 17, 2021	113.850000
Japanese yen	December 18, 2019	109.440000
Japanese yen	December 18, 2020	103.250000
Japanese yen	December 19, 2019	109.580000
Japanese yen	December 19, 2022	136.160000
Japanese yen	December 20, 2019	109.390000
Japanese yen	December 20, 2021	113.590000
Japanese yen	December 20, 2022	133.110000
Japanese yen	December 21, 2020	103.380000
Japanese yen	December 21, 2021	113.650000
Japanese yen	December 21, 2022	131.730000
Japanese yen	December 22, 2020	103.430000
Japanese yen	December 22, 2021	114.160000
Japanese yen	December 22, 2022	131.780000
Japanese yen	December 23, 2019	109.420000
Japanese yen	December 23, 2020	103.630000
Japanese yen	December 23, 2021	114.210000
Japanese yen	December 23, 2022	132.650000
Japanese yen	December 26, 2019	109.550000
Japanese yen	December 27, 2019	109.490000
Japanese yen	December 30, 2019	109.120000
Japanese yen	February 01, 2019	108.880000
Japanese yen	February 01, 2021	104.680000
Japanese yen	February 01, 2022	115.150000
Japanese yen	February 01, 2023	129.870000
Japanese yen	February 02, 2021	104.900000
Japanese yen	February 02, 2022	114.700000
Japanese yen	February 02, 2023	128.400000
Japanese yen	February 03, 2020	108.520000
Japanese yen	February 03, 2021	105.020000
Japanese yen	February 03, 2022	114.450000
Japanese yen	February 03, 2023	128.680000
Japanese yen	February 04, 2019	109.530000
Japanese yen	February 04, 2020	108.610000
Japanese yen	February 04, 2021	105.020000
Japanese yen	February 04, 2022	115.000000
Japanese yen	February 05, 2019	109.990000
Japanese yen	February 05, 2020	109.430000
Japanese yen	February 05, 2021	105.540000
Japanese yen	February 06, 2019	109.750000
Japanese yen	February 06, 2020	109.890000
Japanese yen	February 06, 2023	132.350000
Japanese yen	February 07, 2019	109.880000
Japanese yen	February 07, 2020	109.890000
Japanese yen	February 07, 2022	115.230000
Japanese yen	February 07, 2023	132.540000
Japanese yen	February 08, 2019	109.800000
Japanese yen	February 08, 2021	105.510000
Japanese yen	February 08, 2022	115.290000
Japanese yen	February 08, 2023	130.890000
Japanese yen	February 09, 2021	104.920000
Japanese yen	February 09, 2022	115.530000
Japanese yen	February 09, 2023	131.550000
Japanese yen	February 10, 2020	109.640000
Japanese yen	February 10, 2021	104.610000
Japanese yen	February 10, 2022	115.590000
Japanese yen	February 10, 2023	131.620000
Japanese yen	February 11, 2019	NA
Japanese yen	February 11, 2020	NA
Japanese yen	February 11, 2021	NA
Japanese yen	February 11, 2022	NA
Japanese yen	February 12, 2019	110.500000
Japanese yen	February 12, 2020	109.850000
Japanese yen	February 12, 2021	104.850000
Japanese yen	February 13, 2019	110.550000
Japanese yen	February 13, 2020	109.880000
Japanese yen	February 13, 2023	131.700000
Japanese yen	February 14, 2019	111.000000
Japanese yen	February 14, 2020	109.850000
Japanese yen	February 14, 2022	115.400000
Japanese yen	February 14, 2023	132.280000
Japanese yen	February 15, 2019	110.380000
Japanese yen	February 15, 2022	115.420000
Japanese yen	February 15, 2023	132.730000
Japanese yen	February 16, 2021	105.470000
Japanese yen	February 16, 2022	115.690000
Japanese yen	February 16, 2023	134.050000
Japanese yen	February 17, 2021	106.150000
Japanese yen	February 17, 2022	115.450000
Japanese yen	February 17, 2023	134.300000
Japanese yen	February 18, 2020	109.750000
Japanese yen	February 18, 2021	105.720000
Japanese yen	February 18, 2022	114.940000
Japanese yen	February 19, 2019	110.680000
Japanese yen	February 19, 2020	110.050000
Japanese yen	February 19, 2021	105.710000
Japanese yen	February 20, 2019	110.840000
Japanese yen	February 20, 2020	111.200000
Japanese yen	February 21, 2019	110.720000
Japanese yen	February 21, 2020	112.050000
Japanese yen	February 21, 2023	134.250000
Japanese yen	February 22, 2019	110.720000
Japanese yen	February 22, 2021	105.480000
Japanese yen	February 22, 2022	114.700000
Japanese yen	February 22, 2023	134.800000
Japanese yen	February 23, 2021	NA
Japanese yen	February 23, 2022	NA
Japanese yen	February 23, 2023	NA
Japanese yen	February 24, 2020	NA
Japanese yen	February 24, 2021	105.500000
Japanese yen	February 24, 2022	114.940000
Japanese yen	February 24, 2023	134.100000
Japanese yen	February 25, 2019	110.800000
Japanese yen	February 25, 2020	110.920000
Japanese yen	February 25, 2021	106.050000
Japanese yen	February 25, 2022	115.540000
Japanese yen	February 26, 2019	110.800000
Japanese yen	February 26, 2020	110.310000
Japanese yen	February 26, 2021	106.230000
Japanese yen	February 27, 2019	110.550000
Japanese yen	February 27, 2020	110.310000
Japanese yen	February 27, 2023	136.150000
Japanese yen	February 28, 2019	110.890000
Japanese yen	February 28, 2020	109.400000
Japanese yen	February 28, 2022	115.550000
Japanese yen	February 28, 2023	136.290000
Japanese yen	January 02, 2020	NA
Japanese yen	January 03, 2020	109.120000
Japanese yen	January 03, 2022	NA
Japanese yen	January 03, 2023	NA
Japanese yen	January 04, 2021	103.080000
Japanese yen	January 04, 2022	115.420000
Japanese yen	January 04, 2023	130.960000
Japanese yen	January 05, 2021	103.140000
Japanese yen	January 05, 2022	116.200000
Japanese yen	January 05, 2023	132.050000
Japanese yen	January 06, 2020	108.050000
Japanese yen	January 06, 2021	102.800000
Japanese yen	January 06, 2022	116.040000
Japanese yen	January 06, 2023	133.640000
Japanese yen	January 07, 2020	108.440000
Japanese yen	January 07, 2021	102.990000
Japanese yen	January 07, 2022	115.890000
Japanese yen	January 08, 2020	107.820000
Japanese yen	January 08, 2021	103.830000
Japanese yen	January 09, 2020	109.220000
Japanese yen	January 09, 2023	NA
Japanese yen	January 10, 2020	109.540000
Japanese yen	January 10, 2022	NA
Japanese yen	January 10, 2023	131.800000
Japanese yen	January 11, 2021	NA
Japanese yen	January 11, 2022	115.320000
Japanese yen	January 11, 2023	132.360000
Japanese yen	January 12, 2021	104.210000
Japanese yen	January 12, 2022	115.330000
Japanese yen	January 12, 2023	131.900000
Japanese yen	January 13, 2020	NA
Japanese yen	January 13, 2021	103.670000
Japanese yen	January 13, 2022	114.660000
Japanese yen	January 13, 2023	129.230000
Japanese yen	January 14, 2020	110.080000
Japanese yen	January 14, 2021	103.940000
Japanese yen	January 14, 2022	114.000000
Japanese yen	January 15, 2020	109.930000
Japanese yen	January 15, 2021	103.830000
Japanese yen	January 16, 2020	109.930000
Japanese yen	January 17, 2020	110.200000
Japanese yen	January 17, 2023	128.710000
Japanese yen	January 18, 2022	114.540000
Japanese yen	January 18, 2023	128.840000
Japanese yen	January 19, 2021	104.000000
Japanese yen	January 19, 2022	114.700000
Japanese yen	January 19, 2023	128.400000
Japanese yen	January 20, 2021	103.920000
Japanese yen	January 20, 2022	114.280000
Japanese yen	January 20, 2023	128.650000
Japanese yen	January 21, 2020	110.000000
Japanese yen	January 21, 2021	103.530000
Japanese yen	January 21, 2022	113.830000
Japanese yen	January 22, 2020	109.880000
Japanese yen	January 22, 2021	103.580000
Japanese yen	January 23, 2020	109.680000
Japanese yen	January 23, 2023	129.290000
Japanese yen	January 24, 2020	109.550000
Japanese yen	January 24, 2022	113.830000
Japanese yen	January 24, 2023	130.360000
Japanese yen	January 25, 2021	103.820000
Japanese yen	January 25, 2022	113.980000
Japanese yen	January 25, 2023	130.350000
Japanese yen	January 26, 2021	103.750000
Japanese yen	January 26, 2022	113.810000
Japanese yen	January 26, 2023	129.190000
Japanese yen	January 27, 2020	108.930000
Japanese yen	January 27, 2021	103.680000
Japanese yen	January 27, 2022	114.670000
Japanese yen	January 27, 2023	130.000000
Japanese yen	January 28, 2020	108.980000
Japanese yen	January 28, 2021	104.280000
Japanese yen	January 28, 2022	115.440000
Japanese yen	January 29, 2020	109.080000
Japanese yen	January 29, 2021	104.480000
Japanese yen	January 30, 2020	108.950000
Japanese yen	January 30, 2023	130.060000
Japanese yen	January 31, 2020	109.030000
Japanese yen	January 31, 2022	115.430000
Japanese yen	January 31, 2023	130.410000
Japanese yen	July 01, 2019	108.240000
Japanese yen	July 01, 2020	107.690000
Japanese yen	July 01, 2021	111.090000
Japanese yen	July 01, 2022	135.980000
Japanese yen	July 02, 2019	108.420000
Japanese yen	July 02, 2020	107.480000
Japanese yen	July 03, 2019	107.600000
Japanese yen	July 05, 2019	107.860000
Japanese yen	July 05, 2022	136.130000
Japanese yen	July 05, 2023	144.500000
Japanese yen	July 06, 2021	110.860000
